Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR20262966,2022-07-16 08:17:35,2022-07-16 07:38:53,1116311,337125922,1116311,302,117,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262966/SRR20262966.lite.1,SRX16296745,BR19-36_37dpi_14B_DSP2_pass1_plaque-12,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936515,SAMN29767159,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-12,,,,,,,no,,,,,USDA,SRA1456170,,public,C0FE4D01EF0E63C865409923913DD8D3,EE15AA8FA16576849425D9CB0499B9B8
SRR20262956,2022-07-16 08:17:35,2022-07-16 07:38:30,1167817,352680734,1167817,302,122,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262956/SRR20262956.lite.1,SRX16296747,BR19-36_37dpi_14B_DSP2_pass1_plaque-14,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936517,SAMN29767160,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-14,,,,,,,no,,,,,USDA,SRA1456170,,public,303D2A982E29A4004CB5DEF0C6C1413D,E69C8622D07098D74D08F6F1CA282698
SRR20262955,2022-07-16 08:17:35,2022-07-16 07:38:40,1498314,452490828,1498314,302,157,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262955/SRR20262955.lite.1,SRX16296756,BR19-36_37dpi_14B_DSP2_pass1_plaque-15,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936526,SAMN29767161,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-15,,,,,,,no,,,,,USDA,SRA1456170,,public,F3CC183B55D44D9606E80BAA23858ED2,84D042E46E6446BE998302E8B3F0475E
SRR20262954,2022-07-16 08:17:35,2022-07-16 07:37:46,472697,142754494,472697,302,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262954/SRR20262954.lite.1,SRX16296757,BR19-36_37dpi_14B_DSP2_pass1_plaque-16,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936527,SAMN29767162,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-16,,,,,,,no,,,,,USDA,SRA1456170,,public,ED74B5C84AEF7100C2276E7C1209AFA2,3BF2F428C4C44D559AF612DF8F1CD369
SRR20262953,2022-07-16 08:17:35,2022-07-16 07:37:54,757302,228705204,757302,302,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262953/SRR20262953.lite.1,SRX16296758,BR19-36_37dpi_14B_DSP2_pass1_plaque-17,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936528,SAMN29767163,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-17,,,,,,,no,,,,,USDA,SRA1456170,,public,064BE3C1860DD229CDC87A340D836C7E,3507379AA0D1E08BAE5044065D902B99
SRR20262952,2022-07-16 08:21:48,2022-07-16 07:36:32,121679,36747058,121679,302,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262952/SRR20262952.lite.1,SRX16296759,BR19-36_37dpi_14B_DSP2_pass1_plaque-2,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936529,SAMN29767164,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-2,,,,,,,no,,,,,USDA,SRA1456170,,public,55EAC62045E9AC0DF44C13C0DE701B3A,97B5B7B7B65611EAB22140F0F90A85C3
SRR20262951,2022-07-16 08:17:35,2022-07-16 07:39:12,1547652,467390904,1547652,302,161,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262951/SRR20262951.lite.1,SRX16296760,BR19-36_37dpi_14B_DSP2_pass1_plaque-3,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936530,SAMN29767165,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-3,,,,,,,no,,,,,USDA,SRA1456170,,public,AB0A917071498D932FB5FCA93C97BE43,AFD28393677C7542B230C8E2F66849FC
SRR20262950,2022-07-16 08:17:35,2022-07-16 07:38:03,662261,200002822,662261,302,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20262/SRR20262950/SRR20262950.lite.1,SRX16296761,BR19-36_37dpi_14B_DSP2_pass1_plaque-5,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936531,SAMN29767166,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-5,,,,,,,no,,,,,USDA,SRA1456170,,public,17232DC0D52818AE0044D08FD60B2005,0491CAF603BD2F592A3A48BF874E1BF5
SRR20262949,2022-07-16 08:17:35,2022-07-16 07:37:57,1143083,345211066,1143083,302,119,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR020/20262/SRR20262949/SRR20262949.lite.1,SRX16296762,BR19-36_37dpi_14B_DSP2_pass1_plaque-6,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936532,SAMN29767167,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-6,,,,,,,no,,,,,USDA,SRA1456170,,public,D47762484AF7EA78EC21F3B12D5F6C1B,AD6751BC13D13C43CBA51D9F86146C45
SRR20262906,2022-07-16 08:17:35,2022-07-16 07:38:46,657954,198702108,657954,302,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR020/20262/SRR20262906/SRR20262906.lite.1,SRX16296763,BR19-36_37dpi_14B_DSP2_pass1_plaque-7,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936533,SAMN29767168,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-7,,,,,,,no,,,,,USDA,SRA1456170,,public,E729EC4EE4E76AA7C17A7A2FD17A5DBA,D9B96C9941DD11FD82DC1BE76B2B68B2
SRR20262905,2022-07-16 08:17:36,2022-07-16 07:37:38,980713,296175326,980713,302,101,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262905/SRR20262905.lite.1,SRX16296805,BR19-36_37dpi_14B_DSP2_pass1_plaque-8,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936575,SAMN29767169,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-8,,,,,,,no,,,,,USDA,SRA1456170,,public,2120022FE5121300BF95B7E9A441FC7E,677714B751C7FC6DAB43D582CD832AA9
SRR20262903,2022-07-16 08:17:36,2022-07-16 07:37:45,584291,176455882,584291,302,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262903/SRR20262903.lite.1,SRX16296807,BR19-36_37dpi_14B_DSP2_pass1_plaque-9,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936577,SAMN29767170,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_14B_DSP2_pass1_plaque-9,,,,,,,no,,,,,USDA,SRA1456170,,public,024AA510692BB00965E787380FBD4F64,50294446AFB0D227D5D7DB86E6054401
SRR20262902,2022-07-16 08:17:36,2022-07-16 07:38:55,841084,254007368,841084,302,77,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR020/20262/SRR20262902/SRR20262902.lite.1,SRX16296808,BR19-36_37dpi_20A_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936578,SAMN29767171,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_20A_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,7188457396BF482835B37045CD392767,60293F0F592EA7F1C3ADE26FFFAD275B
SRR20262901,2022-07-16 08:17:36,2022-07-16 07:37:56,1434387,433184874,1434387,302,170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR020/20262/SRR20262901/SRR20262901.lite.1,SRX16296809,BR19-36_37dpi_20B_DNP1_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936579,SAMN29767172,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_20B_DNP1_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,B51BCE094BA403FDC92C7F4425CF7EFD,6039886B78AAED3815C6EEB8160A8771
SRR20262900,2022-07-16 08:17:36,2022-07-16 07:38:18,2055865,620871230,2055865,302,243,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262900/SRR20262900.lite.1,SRX16296810,BR19-36_37dpi_21A_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936580,SAMN29767173,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_21A_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,1222767D84667DC83009F88E09304C30,3A18D12822475A453F755A76994F18C2
SRR20262899,2022-07-16 08:17:36,2022-07-16 07:36:47,1000393,302118686,1000393,302,92,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20262/SRR20262899/SRR20262899.lite.1,SRX16296811,BR19-36_37dpi_21B_DNP2_pass1,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP283143,PRJNA662932,,662932,SRS13936581,SAMN29767174,simple,12110,Foot-and-mouth disease virus,BR19-36_37dpi_21B_DNP2_pass1,,,,,,,no,,,,,USDA,SRA1456170,,public,4B61B0E05ABCC94BE3B552D0D966B9A3,270CBA629A2730671355B9C1A47F21AF
SRR15069629,2021-07-08 13:00:02,2021-07-08 12:57:22,2489195,751736890,2489195,302,272,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15069/SRR15069629/SRR15069629.lite.1,SRX11379699,BR19-40-14dpi-OPF-Nsb24,AMPLICON,RANDOM PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP327494,PRJNA744853,,744853,SRS9424791,SAMN20119527,simple,11095,Pestivirus,BR19-40-14dpi-OPF,,,,,,,no,,,,,USDA,SRA1256302,,public,FD2E75692BE5058E22788D3DF37DBAB2,1814E79683B9E5D1757EF6291B1CC308
SRR12834975,2020-10-20 06:56:07,2020-10-19 17:01:50,800720,189813199,800720,237,110,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12834/SRR12834975/SRR12834975.lite.1,SRX9302490,DNA_High1,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP287581,PRJNA669475,,669475,SRS7526246,SAMN16446528,simple,12110,Foot-and-mouth disease virus,DNA_High1,,,,,,,no,,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,SRA1144779,,public,D0928A6B381C760EF5345D8C3DFC253C,E1FDE54F9D0415DDDA412A9E2239CF8E
SRR12834974,2020-10-20 06:56:07,2020-10-19 17:01:51,529857,127796340,529857,241,73,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12834/SRR12834974/SRR12834974.lite.1,SRX9302491,DNA_High2,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP287581,PRJNA669475,,669475,SRS7526243,SAMN16446529,simple,12110,Foot-and-mouth disease virus,DNA_High2,,,,,,,no,,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,SRA1144779,,public,7AE0CF973D9D4620DF5BCB5360B01761,FCD37A54C8EF37F3CBA734EE28B52068
SRR12834963,2020-10-20 06:56:07,2020-10-19 17:00:30,1070490,252417616,1070490,235,145,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12834/SRR12834963/SRR12834963.lite.1,SRX9302502,DNA_High3,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP287581,PRJNA669475,,669475,SRS7526255,SAMN16446530,simple,12110,Foot-and-mouth disease virus,DNA_High3,,,,,,,no,,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,SRA1144779,,public,29A527069B524991843F371C11AD2B59,4DC742E9DE295ADCCA77E54154976A3C
SRR12834962,2020-10-20 06:56:07,2020-10-19 17:01:04,1278273,292649243,1278273,228,176,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12834/SRR12834962/SRR12834962.lite.1,SRX9302503,DNA_High4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP287581,PRJNA669475,,669475,SRS7526256,SAMN16446531,simple,12110,Foot-and-mouth disease virus,DNA_High4,,,,,,,no,,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,SRA1144779,,public,6B89C03D379B8DB72BD747EE3465EAA0,83ADADD98D96BA41D68EB358E87DEE57
SRR12834961,2020-10-20 06:56:07,2020-10-19 17:00:23,922301,209955929,922301,227,124,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12834/SRR12834961/SRR12834961.lite.1,SRX9302504,DNA_Low1,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP287581,PRJNA669475,,669475,SRS7526258,SAMN16446532,simple,12110,Foot-and-mouth disease virus,DNA_Low1,,,,,,,no,,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,SRA1144779,,public,DE354B6106621CE25EA89E9B435BC5F0,C79A4AD7271D41390202D11B967C5A59
SRR12834960,2020-10-20 06:56:07,2020-10-19 17:00:31,1125649,255870420,1125649,227,150,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12834/SRR12834960/SRR12834960.lite.1,SRX9302505,DNA_Low2,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP287581,PRJNA669475,,669475,SRS7526257,SAMN16446533,simple,12110,Foot-and-mouth disease virus,DNA_Low2,,,,,,,no,,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,SRA1144779,,public,F1EC374D4E8DDCF8F82D07240F8997F9,AF1B90691EFA1CD57B30E05CB5C7E0EC
SRR12834959,2020-10-20 06:56:07,2020-10-19 17:00:37,1190310,265768552,1190310,223,156,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12834/SRR12834959/SRR12834959.lite.1,SRX9302506,DNA_Low3,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP287581,PRJNA669475,,669475,SRS7526259,SAMN16446534,simple,12110,Foot-and-mouth disease virus,DNA_Low3,,,,,,,no,,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,SRA1144779,,public,D74D436F3B148D067605DD3125F0F584,D862AC4A5FB851791EE9632C2DE1C9D9
SRR12834958,2020-10-20 06:56:07,2020-10-19 17:00:41,1335818,290986938,1335818,217,178,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12834/SRR12834958/SRR12834958.lite.1,SRX9302507,DNA_Low4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP287581,PRJNA669475,,669475,SRS7526260,SAMN16446535,simple,12110,Foot-and-mouth disease virus,DNA_Low4,,,,,,,no,,,,,DEFENCE SCIENCE AND TECHNOLOGY LABORATORY,SRA1144779,,public,410DBD4FD3357C5185542C2D6277C256,74E664F379E0F3531AE4B54DF3A6F430
SRR8069585,2018-10-19 09:59:12,2018-10-17 10:51:20,1838,534760,1838,290,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/069/SRR8069585.sralite.1,SRX4897877,FMDV/O/VIT/8338/2017/NSB9,RNA-Seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP165980,PRJNA497207,,497207,SRS3944406,SAMN10250724,simple,12118,Foot-and-mouth disease virus O,FMDV/O/VIT/8338/2017,,,,,,,no,,,,,USDA ARS,SRA795325,,public,4E8F61195EE7B575B54E3378B54C480A,A91EE4521C3B4E794AF6D163638E83A0
SRR18685703,2022-04-09 09:35:08,2022-04-08 11:37:57,229179,66923755,229179,292,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR018/18685/SRR18685703/SRR18685703.lite.1,SRX14786813,FMDV_10/Kenya/8Jan2016/SAT1/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12545717,SAMN27478371,simple,12110,Foot-and-mouth disease virus,FMDV_10/Kenya/8Jan2016/SAT1,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1400264,,public,8CC5980B1A7FA97C57B56209245AFA7A,635A9D6B45F2AB5BC12F41850C3148EC
SRR18718193,2022-04-11 17:46:59,2022-04-11 17:31:17,178657,51999621,178657,291,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18718/SRR18718193/SRR18718193.lite.1,SRX14818564,FMDV_12/Kenya/10Jan2016/SAT2/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12574746,SAMN27522855,simple,12110,Foot-and-mouth disease virus,FMDV_12/Kenya/10Jan2016/SAT2,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1402490,,public,38A176F0A17731F04C32DF7CC2106BA0,2F633BBD5744B5B0ADC70BA71BA47CA5
SRR18718184,2022-04-11 17:46:59,2022-04-11 17:31:10,126253,36795342,126253,291,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18718/SRR18718184/SRR18718184.lite.1,SRX14818573,FMDV_13/Kenya/10Jan2016/SAT2/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12574755,SAMN27522856,simple,12110,Foot-and-mouth disease virus,FMDV_13/Kenya/10Jan2016/SAT2,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1402490,,public,D89FB1FB0DB53907965EB7D3ACC5F66E,007D96AD5003C190A4C6806026B98655
SRR18718183,2022-04-11 17:46:59,2022-04-11 17:31:34,187124,53440427,187124,285,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18718/SRR18718183/SRR18718183.lite.1,SRX14818574,FMDV_14/Kenya/10Jan2016/SAT2/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12574756,SAMN27522857,simple,12110,Foot-and-mouth disease virus,FMDV_14/Kenya/10Jan2016/SAT2,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1402490,,public,CC29406CE5FF517149D40F0D9887E095,B6E16FDFFB33EAE2AF98B9815DB3361F
SRR18718182,2022-04-11 17:46:59,2022-04-11 17:30:51,138058,38938930,138058,282,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18718/SRR18718182/SRR18718182.lite.1,SRX14818575,FMDV_18/Kenya/10Jan2016/SAT2/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12574757,SAMN27522858,simple,12110,Foot-and-mouth disease virus,FMDV_18/Kenya/10Jan2016/SAT2,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1402490,,public,16D38AC372DC7502442588DCE2EE14C3,A9639E3490091DE75694BAD5EF4BD80A
SRR18718181,2022-04-11 17:46:59,2022-04-11 17:31:31,216970,62279558,216970,287,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18718/SRR18718181/SRR18718181.lite.1,SRX14818576,FMDV_19/Kenya/10Jan2016/SAT2/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12574758,SAMN27522859,simple,12110,Foot-and-mouth disease virus,FMDV_19/Kenya/10Jan2016/SAT2,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1402490,,public,EDD31F9AF4406C4417BD2984A94BC5DA,9FF89361736053C3DE8BBB9C97FE9ABD
SRR18718180,2022-04-11 17:46:59,2022-04-11 17:30:23,65476,19214897,65476,293,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18718/SRR18718180/SRR18718180.lite.1,SRX14818577,FMDV_20/Kenya/10Jan2016/SAT2/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12574759,SAMN27522860,simple,12110,Foot-and-mouth disease virus,FMDV_20/Kenya/10Jan2016/SAT2,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1402490,,public,A4632D63730698A30E81AA487296A33D,6BC60BDAFBFBC509998CD142CAACDBC8
SRR18718179,2022-04-11 18:29:53,2022-04-11 17:30:38,82357,23931161,82357,290,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18718/SRR18718179/SRR18718179.lite.1,SRX14818578,FMDV_23/Kenya/10Jan2016/SAT2/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12574760,SAMN27522861,simple,12110,Foot-and-mouth disease virus,FMDV_23/Kenya/10Jan2016/SAT2,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1402490,,public,7F3FEA5202D6A4181CDDE5BFE6594841,9D7F7A8405B1A075C9FA29158C9C7134
SRR18685704,2022-04-09 09:35:09,2022-04-08 11:37:33,188489,54701237,188489,290,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18685/SRR18685704/SRR18685704.lite.1,SRX14786821,FMDV_25/Kenya/11Jan2016/SAT1/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12545725,SAMN27478372,simple,12110,Foot-and-mouth disease virus,FMDV_25/Kenya/11Jan2016/SAT1,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1400264,,public,AA9910F886192EE574D30D3867519D9F,C81EF7B89E1E4C93AB8B7AE50AF8B3D7
SRR18685702,2022-04-09 09:35:08,2022-04-08 11:38:10,234791,68117427,234791,290,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18685/SRR18685702/SRR18685702.lite.1,SRX14786814,FMDV_26/Kenya/11Jan2016/SAT1/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12545718,SAMN27478373,simple,12110,Foot-and-mouth disease virus,FMDV_26/Kenya/11Jan2016/SAT1,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1400264,,public,B78C1370B4FBCED17A410F0C35A1FE71,743EECC1DBFF847C4CC63A93157F7E43
SRR18685701,2022-04-09 09:35:08,2022-04-08 11:37:18,172678,50233096,172678,290,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18685/SRR18685701/SRR18685701.lite.1,SRX14786815,FMDV_27/Kenya/11Jan2016/SAT1/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12545719,SAMN27478374,simple,12110,Foot-and-mouth disease virus,FMDV_27/Kenya/11Jan2016/SAT1,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1400264,,public,E76079407CAD714A3796EDCAC712971B,35EA851BAB0E193C59D9F2E956F909AE
SRR18685700,2022-04-09 09:35:08,2022-04-08 11:37:57,221987,64690279,221987,291,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18685/SRR18685700/SRR18685700.lite.1,SRX14786816,FMDV_28/Kenya/11Jan2016/SAT1/Kenya,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP368262,PRJNA824785,,824785,SRS12545720,SAMN27478375,simple,12110,Foot-and-mouth disease virus,FMDV_28/Kenya/11Jan2016/SAT1,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA1400264,,public,C3F87F7BA8584DFF7BD1FFB2DD96DFF1,3BABB807E80EB463D2B3FA83C7A0DBF9
